content,cleaning,case_folding,tokenization,normalization,stopword_removed,stemming,polarity_score,polarity,final,new_polarity
"Sudah resmi disuntik pake AstraZeneca. Yuk buat yang belum, dateng aja lansung ke puskesmas rumah sakit tempat khusus yg sudah ditunjuk khusus buat vaksin. Tadi cuma modal KTP aja buat yg di wilayah DKI Jakarta. https://t.co/0anIxJlHEC",Sudah resmi disuntik pake AstraZeneca Yuk buat yang belum dateng aja lansung ke puskesmas rumah sakit tempat khusus yg sudah ditunjuk khusus buat vaksin Tadi cuma modal KTP aja buat yg di wilayah DKI Jakarta ,sudah resmi disuntik pake astrazeneca yuk buat yang belum dateng aja lansung ke puskesmas rumah sakit tempat khusus yg sudah ditunjuk khusus buat vaksin tadi cuma modal ktp aja buat yg di wilayah dki jakarta ,"['sudah', 'resmi', 'disuntik', 'pake', 'astrazeneca', 'yuk', 'buat', 'yang', 'belum', 'dateng', 'aja', 'lansung', 'ke', 'puskesmas', 'rumah', 'sakit', 'tempat', 'khusus', 'yg', 'sudah', 'ditunjuk', 'khusus', 'buat', 'vaksin', 'tadi', 'cuma', 'modal', 'ktp', 'aja', 'buat', 'yg', 'di', 'wilayah', 'dki', 'jakarta']","['sudah', 'resmi', 'disuntik', 'pakai', 'astrazeneca', 'yuk', 'buat', 'yang', 'belum', 'datang', 'saja', 'langsung', 'ke', 'puskesmas', 'rumah', 'sakit', 'tempat', 'khusus', 'yang', 'sudah', 'ditunjuk', 'khusus', 'buat', 'vaksin', 'tadi', 'cuma', 'modal', 'kartu tanda penduduk', 'saja', 'buat', 'yang', 'di', 'wilayah', 'daerah khusus ibukota', 'jakarta']","['resmi', 'disuntik', 'pakai', 'astrazeneca', 'yuk', 'langsung', 'puskesmas', 'rumah', 'sakit', 'khusus', 'khusus', 'vaksin', 'modal', 'kartu tanda penduduk', 'wilayah', 'daerah khusus ibukota', 'jakarta']","['resmi', 'suntik', 'pakai', 'astrazeneca', 'yuk', 'langsung', 'puskesmas', 'rumah', 'sakit', 'khusus', 'khusus', 'vaksin', 'modal', 'kartu tanda duduk', 'wilayah', 'daerah khusus ibukota', 'jakarta']",6,positive,resmi suntik pakai astrazeneca yuk langsung puskesmas rumah sakit khusus khusus vaksin modal kartu tanda duduk wilayah daerah khusus ibukota jakarta,0
"Sudah vaksin Astrazeneca! Awalnya ragu krn KIPI dr vaksin AZ, tapi ternyta lebih takut sama kondisi skrg dimana pengidap COVID meningkat lagi. Kalo ragu dgn kondisi badanmu utk vaksin AstraZeneca",Sudah vaksin Astrazeneca Awalnya ragu krn KIPI dr vaksin AZ tapi ternyta lebih takut sama kondisi skrg dimana pengidap COVID meningkat lagi Kalo ragu dgn kondisi badanmu utk vaksin AstraZeneca,sudah vaksin astrazeneca awalnya ragu krn kipi dr vaksin az tapi ternyta lebih takut sama kondisi skrg dimana pengidap covid meningkat lagi kalo ragu dgn kondisi badanmu utk vaksin astrazeneca,"['sudah', 'vaksin', 'astrazeneca', 'awalnya', 'ragu', 'krn', 'kipi', 'dr', 'vaksin', 'az', 'tapi', 'ternyta', 'lebih', 'takut', 'sama', 'kondisi', 'skrg', 'dimana', 'pengidap', 'covid', 'meningkat', 'lagi', 'kalo', 'ragu', 'dgn', 'kondisi', 'badanmu', 'utk', 'vaksin', 'astrazeneca']","['sudah', 'vaksin', 'astrazeneca', 'awalnya', 'ragu', 'karena', 'kipi', 'dari', 'vaksin', 'astrazeneca', 'tapi', 'ternyata', 'lebih', 'takut', 'sama', 'kondisi', 'sekarang', 'dimana', 'pengidap', 'covid', 'meningkat', 'lagi', 'kalau', 'ragu', 'dengan', 'kondisi', 'badanmu', 'untuk', 'vaksin', 'astrazeneca']","['vaksin', 'astrazeneca', 'ragu', 'kipi', 'vaksin', 'astrazeneca', 'takut', 'kondisi', 'dimana', 'pengidap', 'covid', 'meningkat', 'ragu', 'kondisi', 'badanmu', 'vaksin', 'astrazeneca']","['vaksin', 'astrazeneca', 'ragu', 'kipi', 'vaksin', 'astrazeneca', 'takut', 'kondisi', 'mana', 'idap', 'covid', 'tingkat', 'ragu', 'kondisi', 'badan', 'vaksin', 'astrazeneca']",-16,negative,vaksin astrazeneca ragu kipi vaksin astrazeneca takut kondisi mana idap covid tingkat ragu kondisi badan vaksin astrazeneca,1
Suntik vaksin astrazeneca jam 12 siang efek nya baru kerasa sekarang,Suntik vaksin astrazeneca jam siang efek nya baru kerasa sekarang,suntik vaksin astrazeneca jam siang efek nya baru kerasa sekarang,"['suntik', 'vaksin', 'astrazeneca', 'jam', 'siang', 'efek', 'nya', 'baru', 'kerasa', 'sekarang']","['suntik', 'vaksin', 'astrazeneca', 'jam', 'siang', 'efek', 'nya', 'baru', 'kerasa', 'sekarang']","['suntik', 'vaksin', 'astrazeneca', 'jam', 'siang', 'efek', 'kerasa']","['suntik', 'vaksin', 'astrazeneca', 'jam', 'siang', 'efek', 'rasa']",-2,negative,suntik vaksin astrazeneca jam siang efek rasa,1
"susah susah ngeyakinin ibuk buat vaksin, tiba tiba ada yg bilang jangan vaksin pake astrazeneca bahaya...
anjing bajingan",susah susah ngeyakinin ibuk buat vaksin tiba tiba ada yg bilang jangan vaksin pake astrazeneca bahaya anjing bajingan,susah susah ngeyakinin ibuk buat vaksin tiba tiba ada yg bilang jangan vaksin pake astrazeneca bahaya anjing bajingan,"['susah', 'susah', 'ngeyakinin', 'ibuk', 'buat', 'vaksin', 'tiba', 'tiba', 'ada', 'yg', 'bilang', 'jangan', 'vaksin', 'pake', 'astrazeneca', 'bahaya', 'anjing', 'bajingan']","['susah', 'susah', 'ngeyakinin', 'ibu', 'buat', 'vaksin', 'tiba', 'tiba', 'ada', 'yang', 'bilang', 'jangan', 'vaksin', 'pakai', 'astrazeneca', 'bahaya', 'anjing', 'bajingan']","['susah', 'susah', 'ngeyakinin', 'vaksin', 'vaksin', 'pakai', 'astrazeneca', 'bahaya', 'anjing', 'bajingan']","['susah', 'susah', 'ngeyakinin', 'vaksin', 'vaksin', 'pakai', 'astrazeneca', 'bahaya', 'anjing', 'bajing']",-19,negative,susah susah ngeyakinin vaksin vaksin pakai astrazeneca bahaya anjing bajing,1
"Swiss akan mendonasikan empat juta dosis vaksin anti COVID-19 buatan AstraZeneca yang telah disisihkan guna memenuhi program COVAX dalam berbagi vaksin untuk dunia, kata pemerintah, Rabu (30/6).  https://t.co/HdaO6dVQm6",Swiss akan mendonasikan empat juta dosis vaksin anti COVID buatan AstraZeneca yang telah disisihkan guna memenuhi program COVAX dalam berbagi vaksin untuk dunia kata pemerintah Rabu ,swiss akan mendonasikan empat juta dosis vaksin anti covid buatan astrazeneca yang telah disisihkan guna memenuhi program covax dalam berbagi vaksin untuk dunia kata pemerintah rabu ,"['swiss', 'akan', 'mendonasikan', 'empat', 'juta', 'dosis', 'vaksin', 'anti', 'covid', 'buatan', 'astrazeneca', 'yang', 'telah', 'disisihkan', 'guna', 'memenuhi', 'program', 'covax', 'dalam', 'berbagi', 'vaksin', 'untuk', 'dunia', 'kata', 'pemerintah', 'rabu']","['swiss', 'akan', 'mendonasikan', 'empat', 'juta', 'dosis', 'vaksin', 'anti', 'covid', 'buatan', 'astrazeneca', 'yang', 'telah', 'disisihkan', 'guna', 'memenuhi', 'program', 'covax', 'dalam', 'berbagi', 'vaksin', 'untuk', 'dunia', 'kata', 'pemerintah', 'rabu']","['swiss', 'mendonasikan', 'juta', 'dosis', 'vaksin', 'anti', 'covid', 'buatan', 'astrazeneca', 'disisihkan', 'memenuhi', 'program', 'covax', 'berbagi', 'vaksin', 'dunia', 'pemerintah', 'rabu']","['swiss', 'donasi', 'juta', 'dosis', 'vaksin', 'anti', 'covid', 'buat', 'astrazeneca', 'sisih', 'penuh', 'program', 'covax', 'bagi', 'vaksin', 'dunia', 'perintah', 'rabu']",-4,negative,swiss donasi juta dosis vaksin anti covid buat astrazeneca sisih penuh program covax bagi vaksin dunia perintah rabu,1
"Tadi dapat vaksin Astrazeneca, tapi belum ada efek apa apa. Bismillah gak ada efek apa apa deh sampai besok-besok.",Tadi dapat vaksin Astrazeneca tapi belum ada efek apa apa Bismillah gak ada efek apa apa deh sampai besok besok ,tadi dapat vaksin astrazeneca tapi belum ada efek apa apa bismillah gak ada efek apa apa deh sampai besok besok ,"['tadi', 'dapat', 'vaksin', 'astrazeneca', 'tapi', 'belum', 'ada', 'efek', 'apa', 'apa', 'bismillah', 'gak', 'ada', 'efek', 'apa', 'apa', 'deh', 'sampai', 'besok', 'besok']","['tadi', 'dapat', 'vaksin', 'astrazeneca', 'tapi', 'belum', 'ada', 'efek', 'apa', 'apa', 'bismillah', 'tidak', 'ada', 'efek', 'apa', 'apa', 'deh', 'sampai', 'besok', 'besok']","['vaksin', 'astrazeneca', 'efek', 'bismillah', 'efek', 'deh', 'besok', 'besok']","['vaksin', 'astrazeneca', 'efek', 'bismillah', 'efek', 'deh', 'besok', 'besok']",4,positive,vaksin astrazeneca efek bismillah efek deh besok besok,0
"Tadi pagi abis vaksin di BBJ Kompas Gramedia, didaftarin @supernovin dari kantornya. Dapet vaksinnya AstraZeneca. Proses vaksinnya cepet banget, dari mulai registrasi sampe selesai kurang lebih 1 jam https://t.co/IUL1oU3fp2",Tadi pagi abis vaksin di BBJ Kompas Gramedia didaftarin dari kantornya Dapet vaksinnya AstraZeneca Proses vaksinnya cepet banget dari mulai registrasi sampe selesai kurang lebih jam ,tadi pagi abis vaksin di bbj kompas gramedia didaftarin dari kantornya dapet vaksinnya astrazeneca proses vaksinnya cepet banget dari mulai registrasi sampe selesai kurang lebih jam ,"['tadi', 'pagi', 'abis', 'vaksin', 'di', 'bbj', 'kompas', 'gramedia', 'didaftarin', 'dari', 'kantornya', 'dapet', 'vaksinnya', 'astrazeneca', 'proses', 'vaksinnya', 'cepet', 'banget', 'dari', 'mulai', 'registrasi', 'sampe', 'selesai', 'kurang', 'lebih', 'jam']","['tadi', 'pagi', 'habis', 'vaksin', 'di', 'bbj', 'kompas', 'gramedia', 'didaftarin', 'dari', 'kantornya', 'dapat', 'vaksinnya', 'astrazeneca', 'proses', 'vaksinnya', 'cepat', 'banget', 'dari', 'mulai', 'registrasi', 'sampai', 'selesai', 'kurang', 'lebih', 'jam']","['pagi', 'habis', 'vaksin', 'bbj', 'kompas', 'gramedia', 'didaftarin', 'kantornya', 'vaksinnya', 'astrazeneca', 'proses', 'vaksinnya', 'cepat', 'banget', 'registrasi', 'selesai', 'jam']","['pagi', 'habis', 'vaksin', 'bbj', 'kompas', 'gramedia', 'didaftarin', 'kantor', 'vaksin', 'astrazeneca', 'proses', 'vaksin', 'cepat', 'banget', 'registrasi', 'selesai', 'jam']",-5,negative,pagi habis vaksin bbj kompas gramedia didaftarin kantor vaksin astrazeneca proses vaksin cepat banget registrasi selesai jam,1
"Tadi siang vaksin astrazeneca di Binus.

Abis divaksin efeknya badan langsung agak lemes tapi tetep bisa aktivitas kaya biasa.

Tapi malam ini tau2 langsung kerasa demam tinggi, tenggorokan kaya kering dan kepala agak pusing.",Tadi siang vaksin astrazeneca di Binus Abis divaksin efeknya badan langsung agak lemes tapi tetep bisa aktivitas kaya biasa Tapi malam ini tau langsung kerasa demam tinggi tenggorokan kaya kering dan kepala agak pusing ,tadi siang vaksin astrazeneca di binus abis divaksin efeknya badan langsung agak lemes tapi tetep bisa aktivitas kaya biasa tapi malam ini tau langsung kerasa demam tinggi tenggorokan kaya kering dan kepala agak pusing ,"['tadi', 'siang', 'vaksin', 'astrazeneca', 'di', 'binus', 'abis', 'divaksin', 'efeknya', 'badan', 'langsung', 'agak', 'lemes', 'tapi', 'tetep', 'bisa', 'aktivitas', 'kaya', 'biasa', 'tapi', 'malam', 'ini', 'tau', 'langsung', 'kerasa', 'demam', 'tinggi', 'tenggorokan', 'kaya', 'kering', 'dan', 'kepala', 'agak', 'pusing']","['tadi', 'siang', 'vaksin', 'astrazeneca', 'di', 'binus', 'habis', 'divaksin', 'efeknya', 'badan', 'langsung', 'agak', 'lemas', 'tapi', 'tetap', 'bisa', 'aktivitas', 'seperti', 'biasa', 'tapi', 'malam', 'ini', 'tau', 'langsung', 'kerasa', 'demam', 'tinggi', 'tenggorokan', 'seperti', 'kering', 'dan', 'kepala', 'agak', 'pusing']","['siang', 'vaksin', 'astrazeneca', 'binus', 'habis', 'divaksin', 'efeknya', 'badan', 'langsung', 'lemas', 'aktivitas', 'malam', 'langsung', 'kerasa', 'demam', 'tenggorokan', 'kering', 'kepala', 'pusing']","['siang', 'vaksin', 'astrazeneca', 'bus', 'habis', 'vaksin', 'efek', 'badan', 'langsung', 'lemas', 'aktivitas', 'malam', 'langsung', 'rasa', 'demam', 'tenggorok', 'kering', 'kepala', 'pusing']",-2,negative,siang vaksin astrazeneca bus habis vaksin efek badan langsung lemas aktivitas malam langsung rasa demam tenggorok kering kepala pusing,1
"Tahap Ke-19, 998.400 Dosis Vaksin Astrazeneca Tiba di Tanah Air

https://t.co/PdlSJ0VFsV",Tahap Ke Dosis Vaksin Astrazeneca Tiba di Tanah Air ,tahap ke dosis vaksin astrazeneca tiba di tanah air ,"['tahap', 'ke', 'dosis', 'vaksin', 'astrazeneca', 'tiba', 'di', 'tanah', 'air']","['tahap', 'ke', 'dosis', 'vaksin', 'astrazeneca', 'tiba', 'di', 'tanah', 'air']","['tahap', 'dosis', 'vaksin', 'astrazeneca', 'tanah', 'air']","['tahap', 'dosis', 'vaksin', 'astrazeneca', 'tanah', 'air']",-1,negative,tahap dosis vaksin astrazeneca tanah air,1
"Tanggal 23 Juni kemarin abis divaksin Astrazeneca lewat @tiket di Rs. ST Corolus.
Beberapa jam setelah vaksin alhamdulillah ndak ada efek negatif apa2 kecuali laper.",Tanggal Juni kemarin abis divaksin Astrazeneca lewat di Rs ST Corolus Beberapa jam setelah vaksin alhamdulillah ndak ada efek negatif apa kecuali laper ,tanggal juni kemarin abis divaksin astrazeneca lewat di rs st corolus beberapa jam setelah vaksin alhamdulillah ndak ada efek negatif apa kecuali laper ,"['tanggal', 'juni', 'kemarin', 'abis', 'divaksin', 'astrazeneca', 'lewat', 'di', 'rs', 'st', 'corolus', 'beberapa', 'jam', 'setelah', 'vaksin', 'alhamdulillah', 'ndak', 'ada', 'efek', 'negatif', 'apa', 'kecuali', 'laper']","['tanggal', 'juni', 'kemarin', 'habis', 'divaksin', 'astrazeneca', 'lewat', 'di', 'rumah sakit', 'st', 'corolus', 'beberapa', 'jam', 'setelah', 'vaksin', 'alhamdulillah', 'tidak', 'ada', 'efek', 'negatif', 'apa', 'kecuali', 'lapar']","['tanggal', 'juni', 'kemarin', 'habis', 'divaksin', 'astrazeneca', 'rumah sakit', 'st', 'corolus', 'jam', 'vaksin', 'alhamdulillah', 'efek', 'negatif', 'kecuali', 'lapar']","['tanggal', 'juni', 'kemarin', 'habis', 'vaksin', 'astrazeneca', 'rumah sakit', 'st', 'corolus', 'jam', 'vaksin', 'alhamdulillah', 'efek', 'negatif', 'kecuali', 'lapar']",-4,negative,tanggal juni kemarin habis vaksin astrazeneca rumah sakit st corolus jam vaksin alhamdulillah efek negatif kecuali lapar,1
"Tapi ini AstraZeneca lho, aman nggak?

Mohon konsultssikan dengan doktermu. Cuma beliau yang paham kondisi pasiennya, jadi aku ngga akan share obat apa yang kudapatkan, atau panel lab apa yang diperiksa, untuk persiapan sebelum vaksin. Kebutuhan tiap pasien berbeda",Tapi ini AstraZeneca lho aman nggak Mohon konsultssikan dengan doktermu Cuma beliau yang paham kondisi pasiennya jadi aku ngga akan share obat apa yang kudapatkan atau panel lab apa yang diperiksa untuk persiapan sebelum vaksin Kebutuhan tiap pasien berbeda,tapi ini astrazeneca lho aman nggak mohon konsultssikan dengan doktermu cuma beliau yang paham kondisi pasiennya jadi aku ngga akan share obat apa yang kudapatkan atau panel lab apa yang diperiksa untuk persiapan sebelum vaksin kebutuhan tiap pasien berbeda,"['tapi', 'ini', 'astrazeneca', 'lho', 'aman', 'nggak', 'mohon', 'konsultssikan', 'dengan', 'doktermu', 'cuma', 'beliau', 'yang', 'paham', 'kondisi', 'pasiennya', 'jadi', 'aku', 'ngga', 'akan', 'share', 'obat', 'apa', 'yang', 'kudapatkan', 'atau', 'panel', 'lab', 'apa', 'yang', 'diperiksa', 'untuk', 'persiapan', 'sebelum', 'vaksin', 'kebutuhan', 'tiap', 'pasien', 'berbeda']","['tapi', 'ini', 'astrazeneca', 'lo', 'aman', 'tidak', 'mohon', 'konsultssikan', 'dengan', 'doktermu', 'cuma', 'beliau', 'yang', 'paham', 'kondisi', 'pasiennya', 'jadi', 'aku', 'tidak', 'akan', 'bagikan', 'obat', 'apa', 'yang', 'kudapatkan', 'atau', 'panel', 'lab', 'apa', 'yang', 'diperiksa', 'untuk', 'persiapan', 'sebelum', 'vaksin', 'kebutuhan', 'tiap', 'pasien', 'berbeda']","['astrazeneca', 'lo', 'aman', 'mohon', 'konsultssikan', 'doktermu', 'beliau', 'paham', 'kondisi', 'pasiennya', 'bagikan', 'obat', 'kudapatkan', 'panel', 'lab', 'diperiksa', 'persiapan', 'vaksin', 'kebutuhan', 'pasien', 'berbeda']","['astrazeneca', 'lo', 'aman', 'mohon', 'konsultssikan', 'dokter', 'beliau', 'paham', 'kondisi', 'pasien', 'bagi', 'obat', 'dapat', 'panel', 'lab', 'periksa', 'siap', 'vaksin', 'butuh', 'pasien', 'beda']",-12,negative,astrazeneca lo aman mohon konsultssikan dokter beliau paham kondisi pasien bagi obat dapat panel lab periksa siap vaksin butuh pasien beda,1
tapi takut banget vaksin pake astrazeneca,tapi takut banget vaksin pake astrazeneca,tapi takut banget vaksin pake astrazeneca,"['tapi', 'takut', 'banget', 'vaksin', 'pake', 'astrazeneca']","['tapi', 'takut', 'banget', 'vaksin', 'pakai', 'astrazeneca']","['takut', 'banget', 'vaksin', 'pakai', 'astrazeneca']","['takut', 'banget', 'vaksin', 'pakai', 'astrazeneca']",-2,negative,takut banget vaksin pakai astrazeneca,1
"Temenku seminggu yang lalu udah vaksin astrazeneca, tapi hari ini positif. Intinya walaupun udah vaksin, harus tetep waspada dan taatin prokes.",Temenku seminggu yang lalu udah vaksin astrazeneca tapi hari ini positif Intinya walaupun udah vaksin harus tetep waspada dan taatin prokes ,temenku seminggu yang lalu udah vaksin astrazeneca tapi hari ini positif intinya walaupun udah vaksin harus tetep waspada dan taatin prokes ,"['temenku', 'seminggu', 'yang', 'lalu', 'udah', 'vaksin', 'astrazeneca', 'tapi', 'hari', 'ini', 'positif', 'intinya', 'walaupun', 'udah', 'vaksin', 'harus', 'tetep', 'waspada', 'dan', 'taatin', 'prokes']","['temanku', 'seminggu', 'yang', 'lalu', 'sudah', 'vaksin', 'astrazeneca', 'tapi', 'hari', 'ini', 'positif', 'intinya', 'walaupun', 'sudah', 'vaksin', 'harus', 'tetap', 'waspada', 'dan', 'taatin', 'prokes']","['temanku', 'seminggu', 'vaksin', 'astrazeneca', 'positif', 'intinya', 'vaksin', 'waspada', 'taatin', 'prokes']","['teman', 'minggu', 'vaksin', 'astrazeneca', 'positif', 'inti', 'vaksin', 'waspada', 'taatin', 'prokes']",4,positive,teman minggu vaksin astrazeneca positif inti vaksin waspada taatin prokes,0
"Temenku, dulu nolak vaksin sinovac yang di pesen pemerintah. Katanya vaksin kurang bagus dibanding pfizer atau yang lainnya. Sekarang dia nolak Astrazeneca katanya banyak efek sampingnya. Terus dia sekarang lagi cari sinovac buat dia vaksin. Aku? Nungguin jadwal RT ga dapet",Temenku dulu nolak vaksin sinovac yang di pesen pemerintah Katanya vaksin kurang bagus dibanding pfizer atau yang lainnya Sekarang dia nolak Astrazeneca katanya banyak efek sampingnya Terus dia sekarang lagi cari sinovac buat dia vaksin Aku Nungguin jadwal RT ga dapet,temenku dulu nolak vaksin sinovac yang di pesen pemerintah katanya vaksin kurang bagus dibanding pfizer atau yang lainnya sekarang dia nolak astrazeneca katanya banyak efek sampingnya terus dia sekarang lagi cari sinovac buat dia vaksin aku nungguin jadwal rt ga dapet,"['temenku', 'dulu', 'nolak', 'vaksin', 'sinovac', 'yang', 'di', 'pesen', 'pemerintah', 'katanya', 'vaksin', 'kurang', 'bagus', 'dibanding', 'pfizer', 'atau', 'yang', 'lainnya', 'sekarang', 'dia', 'nolak', 'astrazeneca', 'katanya', 'banyak', 'efek', 'sampingnya', 'terus', 'dia', 'sekarang', 'lagi', 'cari', 'sinovac', 'buat', 'dia', 'vaksin', 'aku', 'nungguin', 'jadwal', 'rt', 'ga', 'dapet']","['temanku', 'dulu', 'menolak', 'vaksin', 'sinovac', 'yang', 'di', 'pesan', 'pemerintah', 'katanya', 'vaksin', 'kurang', 'bagus', 'dibanding', 'pfizer', 'atau', 'yang', 'lainnya', 'sekarang', 'dia', 'menolak', 'astrazeneca', 'katanya', 'banyak', 'efek', 'sampingnya', 'terus', 'dia', 'sekarang', 'lagi', 'cari', 'sinovac', 'buat', 'dia', 'vaksin', 'aku', 'menunggu', 'jadwal', 'rt', 'tidak', 'dapat']","['temanku', 'menolak', 'vaksin', 'sinovac', 'pesan', 'pemerintah', 'vaksin', 'bagus', 'dibanding', 'pfizer', 'menolak', 'astrazeneca', 'efek', 'sampingnya', 'cari', 'sinovac', 'vaksin', 'menunggu', 'jadwal']","['teman', 'tolak', 'vaksin', 'sinovac', 'pesan', 'perintah', 'vaksin', 'bagus', 'banding', 'pfizer', 'tolak', 'astrazeneca', 'efek', 'samping', 'cari', 'sinovac', 'vaksin', 'tunggu', 'jadwal']",-19,negative,teman tolak vaksin sinovac pesan perintah vaksin bagus banding pfizer tolak astrazeneca efek samping cari sinovac vaksin tunggu jadwal,1
"Temen-temen yang mau vaksin pake astrazeneca mungkin bisa persiapan diri supaya nggak kaget sama efek sampingnya.

Beneran panas dingin aku dr jam 5 sore. Barusan kebangun karena ngelindur. Baru enakan jam 2 ini tp masih pusing + linu2

Ortu aku sebelumnya udh vaksin",Temen temen yang mau vaksin pake astrazeneca mungkin bisa persiapan diri supaya nggak kaget sama efek sampingnya Beneran panas dingin aku dr jam sore Barusan kebangun karena ngelindur Baru enakan jam ini tp masih pusing linu Ortu aku sebelumnya udh vaksin,temen temen yang mau vaksin pake astrazeneca mungkin bisa persiapan diri supaya nggak kaget sama efek sampingnya beneran panas dingin aku dr jam sore barusan kebangun karena ngelindur baru enakan jam ini tp masih pusing linu ortu aku sebelumnya udh vaksin,"['temen', 'temen', 'yang', 'mau', 'vaksin', 'pake', 'astrazeneca', 'mungkin', 'bisa', 'persiapan', 'diri', 'supaya', 'nggak', 'kaget', 'sama', 'efek', 'sampingnya', 'beneran', 'panas', 'dingin', 'aku', 'dr', 'jam', 'sore', 'barusan', 'kebangun', 'karena', 'ngelindur', 'baru', 'enakan', 'jam', 'ini', 'tp', 'masih', 'pusing', 'linu', 'ortu', 'aku', 'sebelumnya', 'udh', 'vaksin']","['teman', 'teman', 'yang', 'mau', 'vaksin', 'pakai', 'astrazeneca', 'mungkin', 'bisa', 'persiapan', 'diri', 'supaya', 'tidak', 'kaget', 'sama', 'efek', 'sampingnya', 'benaran', 'panas', 'dingin', 'aku', 'dari', 'jam', 'sore', 'barusan', 'kebangun', 'karena', 'ngelindur', 'baru', 'enakan', 'jam', 'ini', 'tetapi', 'masih', 'pusing', 'linu', 'orang tua', 'aku', 'sebelumnya', 'sudah', 'vaksin']","['teman', 'teman', 'vaksin', 'pakai', 'astrazeneca', 'persiapan', 'kaget', 'efek', 'sampingnya', 'benaran', 'panas', 'dingin', 'jam', 'sore', 'barusan', 'kebangun', 'ngelindur', 'enakan', 'jam', 'pusing', 'linu', 'orang tua', 'vaksin']","['teman', 'teman', 'vaksin', 'pakai', 'astrazeneca', 'siap', 'kaget', 'efek', 'samping', 'benar', 'panas', 'dingin', 'jam', 'sore', 'barusan', 'bangun', 'ngelindur', 'enak', 'jam', 'pusing', 'linu', 'orang tua', 'vaksin']",-5,negative,teman teman vaksin pakai astrazeneca siap kaget efek samping benar panas dingin jam sore barusan bangun ngelindur enak jam pusing linu orang tua vaksin,1
"Terima kasih #Jepang yang akan hibahkan 2 juta dosis #vaksin AstraZeneca ke #Indonesia. Sesama negara demokrasi harus saling bantu! #AyoVaksin #pakaimasker #jagajarak #cucitangan

https://t.co/rR7WqF2dFg",Terima kasih Jepang yang akan hibahkan juta dosis vaksin AstraZeneca ke Indonesia Sesama negara demokrasi harus saling bantu AyoVaksin pakaimasker jagajarak cucitangan ,terima kasih jepang yang akan hibahkan juta dosis vaksin astrazeneca ke indonesia sesama negara demokrasi harus saling bantu ayovaksin pakaimasker jagajarak cucitangan ,"['terima', 'kasih', 'jepang', 'yang', 'akan', 'hibahkan', 'juta', 'dosis', 'vaksin', 'astrazeneca', 'ke', 'indonesia', 'sesama', 'negara', 'demokrasi', 'harus', 'saling', 'bantu', 'ayovaksin', 'pakaimasker', 'jagajarak', 'cucitangan']","['terima', 'kasih', 'jepang', 'yang', 'akan', 'hibahkan', 'juta', 'dosis', 'vaksin', 'astrazeneca', 'ke', 'indonesia', 'sesama', 'negara', 'demokrasi', 'harus', 'saling', 'bantu', 'ayo vaksin', 'pakaimasker', 'jagajarak', 'cucitangan']","['terima', 'kasih', 'jepang', 'hibahkan', 'juta', 'dosis', 'vaksin', 'astrazeneca', 'indonesia', 'negara', 'demokrasi', 'bantu', 'ayo vaksin', 'pakaimasker', 'jagajarak', 'cucitangan']","['terima', 'kasih', 'jepang', 'hibah', 'juta', 'dosis', 'vaksin', 'astrazeneca', 'indonesia', 'negara', 'demokrasi', 'bantu', 'ayo vaksin', 'pakaimasker', 'jagajarak', 'cucitangan']",8,positive,terima kasih jepang hibah juta dosis vaksin astrazeneca indonesia negara demokrasi bantu ayo vaksin pakaimasker jagajarak cucitangan,0
